"UID_fes2","fes2_EE22_Q01A","fes2_EE22_Q01B","fes2_EE22_Q02A","fes2_EE22_Q02B","fes2_EE22_Q03_A_P","fes2_EE22_Q03_B_P","fes2_EE22_Q05_1","fes2_EE22_Q05_2","fes2_EE22_Q05_3","fes2_EE22_Q05_4","fes2_EE22_Q05_5","fes2_EE22_Q08_1","fes2_EE22_Q08_2","fes2_EE22_Q08_3","fes2_EE22_Q08_4","fes2_EE22_Q08_5","fes2_EE22_Q08_6","fes2_EE22_Q08_7","fes2_EE22_Q03_A_N","fes2_EE22_Q03_B_N","fes2_EE22_Q04","fes2_EE22_Q06","fes2_EE22_Q07","fes2_EE22_Q09","fes2_EE22_Q10G","fes2_EE22_Q10A","fes2_EE22_Q10J","fes2_EE22_Q10E","fes2_EE22_Q10B","fes2_EE22_Q10D","fes2_EE22_Q10H","fes2_EE22_Q10L","fes2_EE22_Q10K","fes2_EE22_Q10C","fes2_EE22_Q11A","fes2_EE22_Q11B","fes2_EE22_Q11C","fes2_EE22_Q11D","fes2_EE22_Q11E","fes2_EE22_Q11G","fes2_EE22_Q11H","fes2_EE22_Q11J","fes2_EE22_Q11L","fes2_EE22_Q11K","fes2_EE22_Q12","fes2_EE22_Q15","fes2_EE22_Q16","fes2_EE22_Q17","fes2_EE22_Q18_1","fes2_EE22_Q18_2","fes2_EE22_Q18_3","fes2_EE22_Q18_4","fes2_EE22_Q18_5","fes2_EE22_Q18_6","fes2_EE22_Q18_7","fes2_EE22_Q18_8","fes2_EE22_Q19","fes2_ccl_q01","fes2_FL_53_DO","cal_AGE","cal_DIPL","cal_SEXE","cal_TUU","cal_ZEAT","PDSPLT_INIT1","PDSPLT_INIT2","POIDS_INIT","cal_AGE1","cal_AGE2","cal_NAT","cal_DIPL2","POIDS_fes2","PDSPLT2_fes2","PDSPLT1_fes2","panel","eayy_a1","eayy_a2a_rec","eayy_a2a_rec2","eayy_a3_rec","eayy_a3b_rec","eayy_a3c_rec","eayy_a3d","eayy_a3e_rec","eayy_a4","eayy_a5","eayy_a5c_rec","eayy_b1","eayy_b1_rev","eayy_b1_sc","eayy_b1_sccjt","eayy_b10a","eayy_b10aa","eayy_b10acjt","eayy_b11","eayy_b11cjt","eayy_b18_rec","eayy_b18c","eayy_b18ccjt","eayy_b18cjt_rec","eayy_b1a","eayy_b1acjt","eayy_b1b","eayy_b1bcjt","eayy_b1cjt","eayy_b1cjt_rev","eayy_b2_11a_rec","eayy_b2_11acjt_rec","eayy_b2_rec","eayy_b25","eayy_b25_rec","eayy_b25cjt_rec","eayy_b2cjt_rec","eayy_b4_rec","eayy_b4cjt_rec","eayy_b5","eayy_b5_rec","eayy_b5a","eayy_b5a_rec","eayy_b5acjt","eayy_b5c","eayy_b5c_rec","eayy_b5ccjt","eayy_b5d_rec","eayy_b6a_12a_rec","eayy_b6a_rec","eayy_b6b_12b_rec","eayy_b6b_rec","eayy_b7b_rec","eayy_b8_rec","eayy_b8cjt_rec","eayy_c1_rec","eayy_c1jeu","eayy_c8","eayy_c8a_rec","eayy_c8b_rec","eayy_d1","eayy_d1_rec","eayy_d2","eayy_d2_rev","eayy_d3","eayy_d4_rec","eayy_d5_rec","eayy_d6","eayy_d7_1","eayy_d7_10","eayy_d7_2","eayy_d7_3","eayy_d7_4","eayy_d7_5","eayy_d7_6","eayy_d7_7","eayy_d7_8","eayy_d7_9","eayy_d7_rev_1","eayy_d7_rev_10","eayy_d7_rev_11","eayy_d7_rev_2","eayy_d7_rev_3","eayy_d7_rev_4","eayy_d7_rev_5","eayy_d7_rev_6","eayy_d7_rev_7","eayy_d7_rev_8","eayy_d7_rev_9","eayy_e1a_rec","eayy_e1b_rec","eayy_e1c_rec","eayy_e1d_rec","eayy_e1e_rec","eayy_e1f","eayy_e1f1_rec","eayy_e1f2_rec","eayy_e1g_rec","eayy_e1h_rec","eayy_e1i_rec","eayy_e1j_rec","eayy_e2a_rec","eayy_e2auc","eayy_e2auc_source","eayy_e3a","eayy_e3b","eayy_e3c","eayy_e3d","eayy_e3e","eayy_e4","eayy_e5","eayy_e6","eayy_f1_rec","eayy_f1_rev","eayy_f1a1","eayy_f3","eayy_f3_rev","eayy_f4","eayy_f6_rec","eayy_f6a","eayy_f7","eayy_f7_1","eayy_f7_10","eayy_f7_11","eayy_f7_12","eayy_f7_13","eayy_f7_14","eayy_f7_15","eayy_f7_2","eayy_f7_3","eayy_f7_4","eayy_f7_5","eayy_f7_6","eayy_f7_8","eayy_f7_9","eayy_f7bis_1","eayy_f7bis_10","eayy_f7bis_11","eayy_f7bis_12","eayy_f7bis_13","eayy_f7bis_14","eayy_f7bis_2","eayy_f7bis_3","eayy_f7bis_4","eayy_f7bis_5","eayy_f7bis_6","eayy_f7bis_7","eayy_f7bis_8","eayy_f7bis_9","eayy_f8","eayy_f9","eayy_g1","eayy_g1_1","eayy_g1_2","eayy_g10","eayy_g2","eayy_g3a","eayy_g3b","eayy_g3c","eayy_g3d","eayy_g4","eayy_g5","eayy_g6_1","eayy_g6_2","eayy_g6_3","eayy_g6_4","eayy_h_c11","eayy_h_teo1","eayy_h1a","eayy_h4","eayy_i1","eayy_i13a","eayy_i13b","eayy_i2","eayy_i8","eayy_j1","eayy_k3","eayy_pcs18","eayy_pcs6","eayy_pcs6cjt","eayy_typmen5","VAGUE"
191,8,14,16,1,14,2,5,5,5,5,5,1,3,2,3,4,3,3,6666,6666,2,3,1,10,0,5,7,0,7,8,2,8,5,0,6,5,10,2,10,10,8,4,2,7,2,1,4,4,1,1,2,1,2,1,1,1,3,10,1,6,2,1,6,7,1.79769313486232e+308,1.79769313486232e+308,3.181504198,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.506467171,1.79769313486232e+308,1.79769313486232e+308,3,1,9996,14,1,1,6666,2,6666,4,1,7,9996,5,6666,2,6666,6666,6666,2,1,10,4,2,7,2,2,2,2,9996,5,6666,2,9996,9996,6666,2,9996,6666,6666,6666,9996,9996,6666,6666,9996,6666,6666,6666,6666,9996,6666,9996,6666,6666,6666,1,1,1,1,1,1,9996,9996,6666,1,6,5,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,9996,2,2,2,2,1,2,6666,8,3,1,1,1,2,1,2,3,1,9996,8,2,9996,3,3,9996,2,9996,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,4,6666,6666,6666,9996,0,9996,1,9999,6666,3,1,1,2,1,1,2,2,1,2,2,1,1,9996,1,1,4,3,2,3,2,2,9999,9999,5,1,2022
292,16,5,16,5,6666,6666,4,4,5,4,5,3,2,2,1,4,2,2,8,7,6,2,2,8,2,0,0,0,8,2,2,0,0,0,7,6,10,0,10,11,8,11,9,2,2,4,1,3,2,1,2,1,2,1,1,1,2,6,2,5,4,2,8,1,1.79769313486232e+308,1.79769313486232e+308,3.181504198,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4.715529453,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,12,1,1,6666,2,6666,5,3,6666,9996,5,6666,6666,6666,6666,6666,1,6666,1,1,6666,6666,2,6666,2,6666,9996,6666,4,6666,9996,9996,1,6666,9996,6666,6666,6666,9996,9996,1,6666,9996,6666,6666,6666,6,9996,6666,9996,6,4,6666,2,1,1,2,2,3,9996,9996,4,2,3,4,3,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,9996,2,2,2,2,2,2,11,8,2,1,2,2,2,2,2,3,3,9996,7,3,9996,3,4,9996,4,9996,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,2,9996,1,9999,6666,2,4,1,2,1,2,2,2,2,2,1,2,2,9996,1,3,4,2,2,4,2,2,36,3,6666,5,2022
1231,5,12,10,5,12,8,5,4,5,5,5,3,2,3,3,3,1,4,6666,6666,1,3,1,10,0,0,0,0,3,0,7,0,0,0,5,5,7,0,7,6,7,2,2,1,4,2,1,3,2,1,2,1,1,1,1,1,2,6,1,6,1,2,4,5,1.79769313486232e+308,1.79769313486232e+308,0.117584334,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.046019537,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,15,1,1,6666,2,6666,4,1,7,9996,5,6666,2,6666,6666,6666,1,1,10,4,5,11,2,2,2,2,9996,5,4,2,9996,9996,2,1,9996,6666,6666,6666,9996,9996,1,6666,9996,6666,6666,6666,10,9996,6666,9996,9,9999,6666,1,1,2,6666,6666,1,9996,9996,6666,1,8,5,1,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9996,2,2,2,2,1,2,6666,10,3,1,2,1,2,1,2,4,3,9996,6,4,9996,2,4,9996,3,9996,2,2,2,2,2,1,2,2,1,2,1,2,2,2,6666,6666,6666,6666,6666,1,6666,1,6666,1,6666,6666,6666,6666,9996,6,9996,2,1,6666,4,1,1,2,1,1,2,2,2,1,2,9999,3,9996,1,1,5,4,3,5,3,2,41,4,3,1,2022
139,14,10,2,5,8,2,5,2,5,5,5,2,3,3,3,3,4,3,6666,6666,2,2,2,10,0,0,0,4,6,0,6,0,0,4,2,6,10,1,8,8,6,4,1,2,2,1,4,2,1,1,2,1,2,2,1,1,2,9,1,7,1,1,4,7,1.79769313486232e+308,1.79769313486232e+308,0.8620177,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.749028812,1.79769313486232e+308,1.79769313486232e+308,3,1,9996,15,1,1,6666,2,6666,4,1,7,9996,5,6666,2,6666,6666,6666,1,1,11,5,4,10,2,2,2,2,9996,5,4,2,9996,9996,1,2,9996,6666,6666,6666,9996,9996,1,6666,9996,6666,6666,6666,6,9996,6666,9996,11,4,6666,1,1,2,6666,6666,1,9996,9996,6666,1,5,4,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,9999,9999,9999,1,9999,9996,9999,9999,9999,9999,9999,9999,6666,10,3,1,9999,1,9999,9999,1,4,3,9996,6,4,9996,2,3,9996,2,9996,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,9996,4,9996,2,2,6666,3,1,1,2,1,2,2,2,2,1,2,1,3,9996,1,2,4,3,3,6,3,2,36,3,3,1,2022
1180,5,12,14,10,8,8,4,4,5,5,5,2,3,2,3,4,2,3,6666,6666,4,2,2,10,3,0,2,2,6,1,8,11,0,2,3,5,10,1,8,8,7,3,11,2,2,1,1,4,2,1,2,1,1,1,1,1,2,6,1,2,1,1,6,7,1.79769313486232e+308,1.79769313486232e+308,1.207486148,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.349034123,1.79769313486232e+308,1.79769313486232e+308,3,1,9996,6,1,1,6666,2,6666,3,2,2,9996,1,6666,2,6666,6666,6666,6666,6666,11,5,5,11,6666,6666,1,1,9996,1,4,4,9996,9996,2,2,9996,6666,6666,1,9996,9996,1,1,9996,6666,6666,3,6,9996,6666,9996,2,4,4,1,1,2,6666,6666,1,9996,9996,6666,2,3,2,3,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9996,2,2,2,2,2,2,6666,10,3,1,1,1,2,1,2,5,3,9996,7,3,9996,3,3,9996,2,9996,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,7,9996,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,9996,1,2,4,5,2,7,2,2,36,3,3,1,2022
443,8,16,7,12,6666,6666,3,4,5,5,3,2,2,2,2,4,3,2,12,7,3,2,2,10,0,2,3,0,5,3,0,11,4,0,3,5,10,0,10,10,9,3,11,4,3,4,2,3,1,2,2,1,1,1,1,1,1,7,2,3,1,2,6,8,1.79769313486232e+308,1.79769313486232e+308,0.245330596,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.210879545,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,7,1,1,6666,2,6666,4,1,5,9996,1,6666,2,6666,6666,6666,6666,6666,11,5,3,9,6666,6666,1,1,9996,1,4,1,9996,9996,2,6666,9996,6666,1,1,9996,9996,1,1,9996,6666,6666,2,6,9996,6666,9996,8,4,6666,5,4,1,3,4,2,9996,9996,6666,2,4,3,3,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,9996,2,2,2,2,2,2,5,1,1,1,1,1,1,1,2,3,1,9996,7,4,9996,4,2,9996,2,9996,2,2,2,2,2,2,2,1,2,2,2,1,2,2,6666,6666,6666,6666,6666,6666,4,6666,6666,6666,4,6666,6666,6666,9996,5,9996,2,4,6666,3,2,3,2,1,3,2,2,1,1,2,1,2,9996,1,2,4,1,3,9999,3,4,36,3,4,4,2022
1625,2,1,12,1,12,12,2,4,5,5,3,3,3,2,1,3,1,2,6666,6666,3,2,1,10,5,2,2,5,5,0,3,4,0,6,2,6,10,0,10,7,7,3,1,2,3,4,4,4,2,1,2,1,1,1,1,1,2,5,1,2,1,2,1,2,1.79769313486232e+308,1.79769313486232e+308,0.739709309,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.722858443,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,6,1,1,6666,2,6666,2,1,3,9996,1,2,2,6666,6666,6666,6666,6666,11,5,4,10,6666,6666,1,1,9996,1,2,2,9996,9996,2,2,9996,6666,6666,1,9996,9996,1,1,9996,6666,6666,3,6666,9996,9,9996,9,6666,6666,2,1,2,6666,6666,3,9996,9996,2,1,3,2,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,9996,2,2,2,2,2,2,11,8,1,1,1,1,1,2,2,4,1,9996,6,3,9996,2,2,9996,4,9996,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,9996,1,9996,1,1,2,4,1,1,2,1,4,1,2,2,1,2,2,1,9996,2,3,4,2,2,6,3,3,32,3,4,3,2022
1330,16,8,12,1,6666,6666,4,3,5,5,4,1,2,2,1,4,1,2,13,12,4,3,2,7,0,7,9,0,3,0,0,0,8,0,4,6,10,0,9,8,7,3,5,3,3,3,4,4,2,1,2,1,1,2,1,1,2,9,2,1,1,2,6,5,1.79769313486232e+308,1.79769313486232e+308,0.694760135,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.01302135,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,5,1,1,6666,2,6666,1,2,1,9996,1,2,2,6666,6666,6666,6666,6666,11,5,2,6,6666,6666,1,1,9996,1,1,4,9996,9996,6666,2,9996,1,6666,6666,9996,9996,1,1,9996,6666,6666,6666,6666,9996,6666,9996,10,6666,2,3,1,2,6666,6666,4,9996,9996,6666,1,6,5,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,9996,2,2,2,2,1,2,10,4,1,1,3,3,3,3,2,3,1,9996,8,4,9996,3,3,9996,4,9996,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,3,9996,1,1,6666,2,1,1,1,1,4,2,1,2,2,2,1,2,9996,1,3,3,1,3,3,2,5,31,3,6,5,2022
434,1,2,9,2,8,8,5,5,5,5,5,3,2,2,4,3,4,1,6666,6666,1,3,9999,10,5,0,5,3,0,4,10,0,0,2,1,11,3,5,7,8,8,3,3,0,4,4,2,3,2,1,2,1,2,2,1,1,2,7,1,6,1,2,6,5,1.79769313486232e+308,1.79769313486232e+308,0.200563263,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.103676649,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,15,1,1,6666,2,6666,4,1,7,9996,5,6666,2,6666,6666,6666,1,1,11,5,5,11,2,2,2,2,9996,5,2,2,9996,9996,2,1,9996,6666,6666,6666,9996,9996,9999,6666,9996,6666,6666,6666,6666,9996,10,9996,9,6666,6666,2,1,1,2,1,1,9996,9996,6666,1,5,2,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,9999,9999,9999,1,9999,9996,9999,9999,9999,9999,9999,9999,12,10,1,2,2,2,2,2,2,3,3,9996,5,5,9996,4,3,9996,5,9996,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,6666,1,6666,6666,6666,1,1,6666,6666,6666,6666,6666,6666,9996,6,9996,2,1,6666,2,1,1,1,1,2,2,1,2,2,2,1,3,9996,1,1,1,3,3,7,4,2,32,3,4,3,2022
1095,2,15,15,2,10,10,5,4,5,5,5,2,3,2,3,3,1,1,6666,6666,3,2,1,10,0,7,10,0,0,0,0,0,5,0,3,6,10,0,10,10,8,3,1,3,4,3,1,4,2,1,2,1,2,1,1,1,2,7,1,2,1,1,6,5,1.79769313486232e+308,1.79769313486232e+308,0.40748072,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.460250376,1.79769313486232e+308,1.79769313486232e+308,3,1,9996,6,1,1,6666,2,6666,4,1,5,9996,1,6666,2,6666,6666,3,6666,1,11,5,3,9,6666,2,1,2,9996,8,2,4,9996,9996,2,2,9996,6666,6666,1,9996,9996,1,6666,9996,6666,6666,4,6666,9996,9,9996,9,6666,3,4,3,1,2,3,2,9996,9996,6666,1,7,2,5,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9996,1,2,2,2,2,2,3,1,1,1,1,1,2,2,2,3,3,9996,5,3,9996,1,3,9996,3,9996,2,2,1,2,2,2,2,2,2,2,1,2,2,2,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,1,6666,6666,9996,7,9996,1,1,6666,2,1,1,1,1,1,2,2,1,1,2,1,2,9996,1,2,7,6666,2,2,2,5,32,3,4,4,2022
539,1,12,10,9999,2,2,4,4,5,4,5,2,2,1,1,4,3,2,6666,6666,2,2,2,10,0,5,0,0,9,0,0,5,0,0,6,7,10,0,10,10,9,5,0,6,2,1,9999,4,2,1,1,1,2,1,1,1,2,8,1,4,2,2,0,7,1.79769313486232e+308,1.79769313486232e+308,2.539283245,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.213257957,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,11,1,1,6666,2,6666,1,3,6666,9996,1,6666,6666,6666,6666,6666,6666,6666,8,3,6666,6666,6666,6666,1,6666,9996,6666,4,6666,9996,9996,2,6666,9996,6666,6666,1,9996,9996,1,6666,9996,6666,6666,2,3,9996,6666,9996,11,1,6666,1,1,1,2,1,4,9996,9996,1,1,5,2,1,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9996,2,2,2,2,2,2,6666,6,3,1,2,1,2,2,2,3,1,9996,7,4,9996,5,3,9996,5,9996,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,6,9996,3,2,6666,2,1,1,2,1,2,2,2,2,2,1,2,1,9996,1,2,2,1,2,3,2,3,55,5,6666,1,2022
1721,12,9999,10,1,12,12,4,4,5,4,4,4,2,2,1,4,3,1,6666,6666,1,3,2,10,0,0,0,0,2,3,0,0,3,1,2,8,10,0,10,5,8,8,0,2,4,3,1,5,2,1,2,1,2,1,1,1,2,5,1,4,1,2,1,9,1.79769313486232e+308,1.79769313486232e+308,0.253168265,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.152342322,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,11,1,1,6666,2,6666,4,1,6,9996,7,6666,2,3,6666,6666,1,6666,10,4,4,10,2,6666,2,1,9996,1,2,4,9996,9996,2,2,9996,6666,6666,6666,9996,9996,1,1,9996,6666,6666,6666,6666,9996,9,9996,10,6666,1,2,1,1,1,1,1,9996,9996,6666,1,5,2,1,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,9996,2,2,2,2,2,2,11,8,1,1,2,1,2,2,2,5,3,9996,8,4,9996,5,4,9996,6,9996,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,4,6666,6666,6666,6666,6666,6666,9996,2,9996,2,1,6666,4,2,2,3,2,2,2,2,1,2,2,1,1,9996,1,2,2,3,3,5,4,3,41,4,4,3,2022
639,16,1,2,7,4,2,4,4,5,4,5,2,3,2,3,3,3,2,6666,6666,2,2,1,10,0,7,7,0,4,7,0,7,7,0,2,8,10,1,10,10,9,3,0,2,3,2,4,4,2,1,2,1,1,1,1,1,2,9,1,6,2,2,0,8,1.79769313486232e+308,1.79769313486232e+308,3.159660765,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.211304777,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,15,1,1,6666,2,6666,4,1,7,9996,5,6666,2,6666,6666,6666,1,1,10,4,3,9,2,2,2,2,9996,5,4,1,9996,9996,2,6666,9996,6666,2,6666,9996,9996,1,6666,9996,6666,6666,6666,6,9996,6666,9996,11,3,6666,2,1,1,2,1,1,9996,9996,6666,1,5,4,1,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,9996,2,2,2,2,2,2,12,10,1,1,1,1,9999,9999,2,5,3,9996,7,4,9996,4,3,9996,4,9996,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,8,9996,2,9999,6666,4,1,2,2,9999,1,2,2,2,1,2,1,2,9996,1,1,4,3,2,2,2,1,32,3,2,3,2022
1707,1,8,14,16,4,12,4,4,5,5,5,2,2,2,1,4,3,4,6666,6666,2,3,9999,1,0,0,0,0,0,0,0,0,0,0,4,10,10,4,10,10,9,4,4,3,4,2,1,3,1,1,2,1,1,1,1,1,1,9,1,5,3,1,1,9,1.79769313486232e+308,1.79769313486232e+308,1.234396593,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.076953763,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,12,1,1,6666,2,6666,4,1,9999,9996,5,6666,2,6666,6666,6666,1,1,10,4,3,8,2,2,2,2,9996,5,4,4,9996,9996,2,2,9996,6666,6666,6666,9996,9996,1,6666,9996,6666,6666,6666,3,9996,6666,9996,7,3,4,1,1,1,2,1,1,9996,9996,6666,2,4,5,3,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,9996,2,2,2,2,2,2,6666,4,3,1,2,1,2,2,2,3,1,9996,4,4,9996,3,4,9996,4,9996,2,2,2,2,2,2,2,1,1,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,1,6666,6666,6666,6666,6666,6666,9996,1,9996,3,3,6666,1,1,1,1,1,1,2,2,2,1,2,9999,2,9996,2,2,1,2,4,3,2,2,54,5,5,1,2022
1652,8,16,8,9999,10,13,4,3,5,5,4,2,2,2,2,3,2,2,6666,6666,2,2,3,6,0,6,8,0,2,0,0,0,7,0,4,7,10,2,9,9,7,3,11,9999,3,4,4,4,2,1,2,1,1,1,1,1,2,6,1,2,1,2,6,7,1.79769313486232e+308,1.79769313486232e+308,1.230836268,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.419582732,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,6,1,1,6666,2,6666,2,1,4,9996,1,6666,2,6666,6666,6666,6666,6666,10,4,4,10,6666,6666,1,1,9996,1,2,4,9996,9996,2,1,9996,6666,6666,2,9996,9996,1,1,9996,6666,6666,1,6666,9996,9,9996,8,6666,4,4,3,1,2,3,3,9996,9996,2,2,3,2,5,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9996,2,2,2,2,2,2,11,6,1,1,2,2,1,2,2,4,3,9996,8,5,9996,4,3,9996,5,9996,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,5,9996,4,1,6666,3,2,2,2,1,4,2,2,1,2,2,2,1,9996,2,3,4,1,2,2,2,1,32,3,4,4,2022
754,1,11,1,11,8,8,4,4,4,3,3,3,3,3,2,4,1,3,6666,6666,3,2,1,10,0,0,0,0,3,3,10,0,0,0,3,6,10,1,10,9,8,4,11,8,3,2,4,4,2,1,2,2,2,2,1,1,2,7,1,3,1,1,0,2,1.79769313486232e+308,1.79769313486232e+308,0.336845479,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.227315112,1.79769313486232e+308,1.79769313486232e+308,3,1,9996,9,2,3,6666,2,6666,4,1,5,9996,1,6666,2,6666,6666,3,6666,1,10,4,1,1,6666,2,1,2,9996,6,4,4,9996,9996,2,2,9996,6666,6666,1,9996,9996,1,6666,9996,6666,6666,3,6,9996,6666,9996,8,3,2,3,2,1,1,2,1,9996,9996,6666,1,4,4,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9996,2,2,2,2,2,2,11,6,1,2,1,2,2,2,2,3,1,9996,7,2,9996,2,2,9996,3,9996,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9996,7,9996,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,9996,2,3,4,5,3,5,3,4,36,3,9999,4,2022
1511,12,1,12,1,4,4,1,1,1,4,1,2,3,2,3,4,2,3,6666,6666,1,4,1,10,0,0,0,0,0,10,0,0,0,0,5,8,10,0,10,10,8,5,2,5,4,1,1,4,1,1,2,2,2,1,1,1,2,10,1,3,2,2,4,4,1.79769313486232e+308,1.79769313486232e+308,1.974051721,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.197788831,1.79769313486232e+308,1.79769313486232e+308,3,2,9996,9,2,1,6666,2,6666,4,1,7,9996,1,6666,2,6666,6666,6666,6666,6666,6,2,4,10,6666,6666,1,1,9996,1,2,4,9996,9996,2,1,9996,6666,6666,2,9996,9996,2,1,9996,3,6666,1,6666,9996,10,9996,9,6666,1,4,3,2,6666,6666,1,9996,9996,6666,1,5,5,1,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9996,2,2,2,2,2,2,11,5,2,1,2,2,2,2,2,4,1,9996,6,2,9996,2,3,9996,6,9996,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,4,6666,6666,6666,9996,1,9996,3,3,1,2,1,1,1,1,4,1,2,2,1,2,2,2,9996,2,1,1,2,4,0,3,2,51,5,3,4,2022
