UID_fes1,fes1_EE22_Q01A,fes1_EE22_Q01B,fes1_EE22_Q02A,fes1_EE22_Q02B,fes1_EE22_Q03_A_P,fes1_EE22_Q05_1,fes1_EE22_Q05_2,fes1_EE22_Q05_3,fes1_EE22_Q05_4,fes1_EE22_Q05_5,fes1_EE22_Q08_1,fes1_EE22_Q08_2,fes1_EE22_Q08_3,fes1_EE22_Q08_4,fes1_EE22_Q08_5,fes1_EE22_Q08_6,fes1_EE22_Q03_A_N,fes1_EE22_Q04,fes1_EE22_Q06,fes1_EE22_Q07,fes1_EE22_Q09,fes1_EE22_Q10F,fes1_EE22_Q10I,fes1_EE22_Q10G,fes1_EE22_Q10A,fes1_EE22_Q10J,fes1_EE22_Q10E,fes1_EE22_Q10B,fes1_EE22_Q10D,fes1_EE22_Q10H,fes1_EE22_Q10C,fes1_EE22_Q11F,fes1_EE22_Q11I,fes1_EE22_Q11G,fes1_EE22_Q11A,fes1_EE22_Q11B,fes1_EE22_Q11C,fes1_EE22_Q11D,fes1_EE22_Q11E,fes1_EE22_Q11J,fes1_EE22_Q11H,fes1_EE22_Q12,fes1_EE22_Q13A,fes1_EE22_Q13B,fes1_EE22_Q13C,fes1_EE22_Q14_1,fes1_EE22_Q14_2,fes1_EE22_Q14_3,fes1_EE22_Q14_4,fes1_EE22_Q14_5,fes1_ccl_q01,fes1_FL_53_DO,cal_AGE,cal_DIPL,cal_SEXE,cal_TUU,cal_ZEAT,PDSPLT_INIT1,PDSPLT_INIT2,POIDS_INIT,cal_AGE1,cal_AGE2,cal_NAT,cal_DIPL2,POIDS_fes1,PDSPLT2_fes1,PDSPLT1_fes1,panel,eayy_a1,eayy_a2a_rec,eayy_a2a_rec2,eayy_a3_rec,eayy_a3b_rec,eayy_a3c_rec,eayy_a3d,eayy_a3e_rec,eayy_a4,eayy_a5,eayy_a5c_rec,eayy_b1,eayy_b1_rev,eayy_b1_sc,eayy_b1_sccjt,eayy_b10a,eayy_b10aa,eayy_b10acjt,eayy_b11,eayy_b11cjt,eayy_b18_rec,eayy_b18c,eayy_b18ccjt,eayy_b18cjt_rec,eayy_b1a,eayy_b1acjt,eayy_b1b,eayy_b1bcjt,eayy_b1cjt,eayy_b1cjt_rev,eayy_b2_11a_rec,eayy_b2_11acjt_rec,eayy_b2_rec,eayy_b25,eayy_b25_rec,eayy_b25cjt_rec,eayy_b2cjt_rec,eayy_b4_rec,eayy_b4cjt_rec,eayy_b5,eayy_b5_rec,eayy_b5a,eayy_b5a_rec,eayy_b5acjt,eayy_b5c,eayy_b5c_rec,eayy_b5ccjt,eayy_b5d_rec,eayy_b6a_12a_rec,eayy_b6a_rec,eayy_b6b_12b_rec,eayy_b6b_rec,eayy_b7b_rec,eayy_b8_rec,eayy_b8cjt_rec,eayy_c1_rec,eayy_c1jeu,eayy_c8,eayy_c8a_rec,eayy_c8b_rec,eayy_d1,eayy_d1_rec,eayy_d2,eayy_d2_rev,eayy_d3,eayy_d4_rec,eayy_d5_rec,eayy_d6,eayy_d7_1,eayy_d7_10,eayy_d7_2,eayy_d7_3,eayy_d7_4,eayy_d7_5,eayy_d7_6,eayy_d7_7,eayy_d7_8,eayy_d7_9,eayy_d7_rev_1,eayy_d7_rev_10,eayy_d7_rev_11,eayy_d7_rev_2,eayy_d7_rev_3,eayy_d7_rev_4,eayy_d7_rev_5,eayy_d7_rev_6,eayy_d7_rev_7,eayy_d7_rev_8,eayy_d7_rev_9,eayy_e1a_rec,eayy_e1b_rec,eayy_e1c_rec,eayy_e1d_rec,eayy_e1e_rec,eayy_e1f,eayy_e1f1_rec,eayy_e1f2_rec,eayy_e1g_rec,eayy_e1h_rec,eayy_e1i_rec,eayy_e1j_rec,eayy_e2a_rec,eayy_e2auc,eayy_e2auc_source,eayy_e3a,eayy_e3b,eayy_e3c,eayy_e3d,eayy_e3e,eayy_e4,eayy_e5,eayy_e6,eayy_f1_rec,eayy_f1_rev,eayy_f1a1,eayy_f3,eayy_f3_rev,eayy_f4,eayy_f6_rec,eayy_f6a,eayy_f7,eayy_f7_1,eayy_f7_10,eayy_f7_11,eayy_f7_12,eayy_f7_13,eayy_f7_14,eayy_f7_15,eayy_f7_2,eayy_f7_3,eayy_f7_4,eayy_f7_5,eayy_f7_6,eayy_f7_8,eayy_f7_9,eayy_f7bis_1,eayy_f7bis_10,eayy_f7bis_11,eayy_f7bis_12,eayy_f7bis_13,eayy_f7bis_14,eayy_f7bis_2,eayy_f7bis_3,eayy_f7bis_4,eayy_f7bis_5,eayy_f7bis_6,eayy_f7bis_7,eayy_f7bis_8,eayy_f7bis_9,eayy_f8,eayy_f9,eayy_g1,eayy_g1_1,eayy_g1_2,eayy_g10,eayy_g2,eayy_g3a,eayy_g3b,eayy_g3c,eayy_g3d,eayy_g4,eayy_g5,eayy_g6_1,eayy_g6_2,eayy_g6_3,eayy_g6_4,eayy_h_c11,eayy_h_teo1,eayy_h1a,eayy_h4,eayy_i1,eayy_i13a,eayy_i13b,eayy_i2,eayy_i8,eayy_j1,eayy_k3,eayy_pcs18,eayy_pcs18cjt,eayy_pcs6,eayy_pcs6cjt,eayy_typmen5,VAGUE
917,10,14,5,8,9,4,3,5,5,4,3,3,3,3,2,3,6666,2,1,2,8,0,8,0,0,0,0,10,0,0,0,5,8,9,4,7,10,0,9,3,8,2,4,8,3,3,2,2,4,2,8,1,4,1,1,1,2,,435312295,,103166573,,059755308,4,4,1,4,,032661502,,100301543,,21423191,1,1,10,11,1,1,6666,2,6666,4,1,7,1,1,6666,2,6666,6666,6666,6666,6666,11,5,5,11,6666,6666,1,1,1,1,4,4,5,2,1,2,5,6666,6666,1,1,1,1,1,6666,6666,6666,3,6,5,6666,6666,8,4,4,2,1,1,2,1,1,1,6666,6666,1,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,12,10,1,1,2,1,1,1,2,6,3,3,7,4,2,2,3,3,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,1,7,1,2,1,4,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,4,5,2,7,2,2,36,8888,3,3,3,2021
3,1,4,5,4,5,4,4,5,5,5,2,2,3,1,4,2,6666,6,3,2,10,0,0,0,0,0,10,0,0,0,0,5,5,5,2,9999,3,2,8,5,8,3,3,7,3,3,4,3,3,1,8,1,5,3,2,8,1,,623414941,,565529928,,660611902,5,5,1,2,,613746461,,367251802,,581092671,1,2,11,12,1,1,6666,2,6666,2,1,3,1,5,6666,2,6666,6666,6666,1,1,6,2,2,7,2,2,2,2,6,5,2,2,2,2,2,2,2,6666,6666,6666,1,1,1,6666,6666,6666,6666,6666,6666,6666,7,4,5,6666,6666,2,1,1,2,1,5,3,6,1,2,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,2,1,2,2,2,2,2,2,3,3,3,8,5,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,2,3,3,2,6666,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,3,4,2,4,9,2,5,51,51,5,5,3,2021
1040,1,4,4,7,6666,1,1,4,3,1,3,3,2,3,4,4,10,1,4,1,10,0,0,7,0,0,7,0,0,0,10,3,3,8,0,4,10,0,8,0,3,4,3,7,3,3,4,2,3,1,9,2,5,3,1,1,8,1,88524561,,337933325,,236652389,5,5,1,2,,209864494,,2758312,1,266024927,1,1,12,12,1,1,6666,2,6666,7,3,6666,1,1,6666,6666,6666,6666,6666,6666,6666,7,2,6666,6666,6666,6666,1,6666,6666,6666,1,6666,9,6666,6666,6666,6666,2,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,11,6666,6666,2,1,1,3,1,1,1,6666,6666,1,5,5,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,12,10,1,1,1,1,1,1,2,3,1,1,5,3,3,2,3,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,4,6666,6666,6666,6666,6666,4,6666,6666,2,5,1,1,9999,6666,4,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,4,7,3,4,20,6666,2,6666,5,2021
295,3,1,3,1,9999,5,4,4,4,4,2,3,3,2,3,1,6666,5,2,3,10,11,2,0,5,4,0,6,1,3,0,11,4,3,3,5,10,0,10,3,6,2,4,8,3,2,2,3,4,3,6,1,2,1,2,1,8, ,,43396298,,332245132,2,2,1,4,,305376696,,728859658, ,1,2,6,6,1,1,6666,2,6666,2,1,4,1,1,6666,2,6666,6666,6666,6666,6666,11,5,5,11,6666,6666,1,1,1,1,2,4,1,2,2,2,5,6666,6666,1,2,2,2,1,1,5,6666,2,6666,6666,9,6,11,6666,2,3,2,2,6666,6666,2,2,6666,6666,1,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,13,10,1,1,1,2,1,2,1,5,1,1,9,2,3,4,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,7,2,2,1,2,6,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,3,2,2,2,4,32,36,3,3,4,2021
71,8,16,7,1,11,4,4,5,4,5,1,3,3,1,3,1,6666,2,2,9999,10,0,0,0,0,3,0,0,0,0,0,8,8,10,4,9,10,0,10,5,8,3,5,10,4,2,2,3,4,4,9,1,6,4,2,6,5,1,607842241,,451200574,,459303699,6,6,1,2,,582104467,,327038708,1,906133651,1,2,14,14,1,1,6666,2,6666,5,3,6666,6,5,6666,6666,6666,6666,6666,1,6666,1,1,6666,6666,2,6666,2,6666,6666,6666,4,6666,4,6666,2,6666,6666,6666,6666,6666,6666,6666,2,6666,6666,6,6666,6666,1,6666,6666,2,1,3,6666,1,1,1,3,1,1,1,6666,6666,2,3,3,5,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,7,3,1,1,2,1,1,2,6,3,1,7,6,3,5,3,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6,1,2,4,6666,3,3,2,2,1,4,2,1,2,2,2,2,1,2,1,1,3,1,2,0,2,3,66,6666,6,6666,1,2021
146,1,9999,5,1,6666,5,5,5,5,5,2,2,2,2,3,2,12,6,3,3,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,8,3,2,2,2,3,2,8,2,7,1,1,1,4,,656200938,,035604253,,022208848,6,6,1,3,,022832261,,022862024,,254029544,1,1,14,15,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,10,4,2,6,2,2,2,2,6,5,4,4,5,6666,2,2,5,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6,5,6666,6666,7,3,1,1,1,1,2,1,1,1,6666,6666,1,7,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9999,9999,9999,1,9999,2,9999,9999,9999,9999,9999,9999,6666,9,3,1,1,1,2,1,2,3,3,2,8,3,1,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,4,9999,1,6666,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,3,1,2,3,2,3,5,36,56,3,5,1,2021
998,10,12,3,5,12,4,5,5,5,5,3,3,2,2,4,3,6666,4,3,3,8,0,0,0,0,0,0,6,0,0,0,9999,9999,9999,11,5,9999,9999,9999,9999,9999,2,3,7,2,3,3,2,3,2,6,1,6,4,1,1,5,2,771680735,,943780162,,883387557,6,6,1,2,,898675778,,713496364,2,198088507,1,1,13,14,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,6666,1,1,1,1,2,1,2,1,6,5,4,2,4,6666,1,2,1,6666,6666,6666,6666,6666,1,2,6666,6666,3,6666,10,6666,6666,4,1,3,6666,1,1,2,6666,6666,1,1,6666,6666,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,9,3,1,1,2,1,2,2,4,3,1,7,6,2,3,3,1,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,1,3,3,3,4,6666,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,3,1,2,3,2,2,2,36,41,3,4,1,2021
972,7,5,7,5,6666,5,4,5,5,5,3,2,3,1,3,2,7,5,1,3,10,8,8,0,0,2,0,6,0,8,0,6,7,9,3,5,9,1,9,2,7,2,3,10,3,4,4,1,3,3,7,2,3,1,1,6,8,,386819322,,202282944,,119881334,3,3,1,4,,103518325,,255311046,,295465914,1,1,8,8,1,1,6666,2,6666,7,3,6666,1,1,6666,6666,6666,6666,6666,6666,6666,11,5,6666,6666,6666,6666,1,6666,6666,6666,4,6666,5,1,1,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,4,6,5,6666,6666,8,4,6666,4,4,1,3,4,1,1,6666,6666,1,9,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,12,9,1,1,1,1,1,1,1,6,3,1,8,6,3,5,4,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,10,2,2,4,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,3,4,1,1,7,2,3,36,6666,3,6666,2,2021
609,1,3,7,14,4,1,4,5,5,5,3,3,3,4,2,1,6666,2,3,1,10,0,0,0,0,0,0,0,10,0,0,9,9,10,7,8,10,0,8,6,9,4,4,9,5,1,2,4,2,2,5,1,6,3,1,0,2,1,871194211,,596616604,,871362994,5,5,1,2,,704838603,,49026451,1,138083007,1,1,13,14,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,6,2,1,4,2,2,2,2,6,5,4,4,5,6666,2,2,5,6666,6666,6666,6666,6666,2,6666,6666,7,6666,6666,4,4,6666,6666,7,4,2,2,1,2,6666,6666,1,1,6666,6666,2,3,3,3,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,2,2,2,2,2,3,3,2,5,4,2,3,2,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,4,1,1,3,6666,4,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,4,4,2,4,2,46,54,4,5,3,2021
296,12,10,10,9999,12,9999,5,5,5,5,2,2,2,3,3,1,6666,7,3,9999,11,0,3,0,0,0,0,0,0,0,0,5,5,5,0,7,10,0,10,5,5,3,3,7,3,2,3,1,3,2,6,1,4,1,2,0,2,,454330917,,177813431,,10435674,4,4,1,3,,055554556,,147313648,,56678878,1,2,10,9996,1,1,6666,2,6666,3,1,5,1,9996,9996,9996,6666,6666,6666,6666,6666,10,4,2,7,6666,6666,1,1,1,9996,9996,9996,5,2,9996,9996,4,6666,6666,9996,1,2,9996,1,5,9996,9996,9996,9996,4,9996,6666,6,3,6666,4,3,2,6666,6666,9996,1,6666,9996,1,7,4,1,2,1,2,2,2,2,2,2,2,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,9996,9996,9996,9996,9996,9996,11,6,1,1,1,1,1,1,2,5,9996,3,9996,9996,2,9996,3,1,9996,2,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,2,9996,1,9996,9996,9996,1,2,1,1,9996,1,1,2,2,1,2,9996,9996,1,1,3,9996,9996,3,6,2,3,46,9996,4,6,4,2019
